ID,SpinCrossoverEnergy,HomoLumoGap,IsSpinCrossover,TransitionMetal
CABSUU,-0.1745,1.3994,True,Co
CASSEV,-0.3891,1.7221,False,Co
CIDLEG,1.7889,3.2953,False,Co
CIJWAW,-0.5994,2.0481,False,Co
CIMTID,-0.2288,1.8646,False,Co
CITBIT,1.6243,2.5596,False,Co
CONICH01,-0.1938,1.6090,True,Co
CONICH04,-0.1938,1.6131,True,Co
CONICH05,-0.5822,1.7547,False,Co
COSBUI,-0.1333,0.6812,True,Co
COTQUY,-0.7613,1.5947,False,Co
CUYGAG,-0.2670,1.8361,False,Co
DAHROU01,-0.1843,1.6130,True,Co
DIXCOD,0.0815,0.7869,True,Co
EAIMCO,0.8563,1.5037,False,Co
ELAHEE,-0.3900,1.8444,False,Co
ERINID,2.2835,3.5684,False,Co
EYUNIW,-0.3393,1.6286,False,Co
FIFLEO,-0.6203,2.0998,False,Co
FUGGUK,1.7924,1.7008,False,Co
FUNLIJ,1.7284,2.0112,False,Co
GODDIM,0.3402,0.9233,True,Co
GODDOS,-0.1808,1.7646,True,Co
GOKVIL,1.6698,1.3432,False,Co
HAGPEL,-1.0932,1.6121,False,Co
HAJGEF,0.0210,1.1224,True,Co
HECZIY,0.6517,1.7692,False,Co
HILBUC,0.0047,1.2216,True,Co
HOTDUR,-0.2747,1.5383,False,Co
HUTLIT,-0.2603,1.7325,False,Co
IMOQIL,-0.6629,1.8783,False,Co
INUVUI,1.2412,2.7126,False,Co
IPUVUK,-0.2562,1.6068,False,Co
IRONUY,-0.0774,1.8364,True,Co
IWOFUV,-0.3495,1.2150,False,Co
IXOCED,-0.3002,1.7682,False,Co
JAGTUH,-0.4204,1.5325,False,Co
JAGTUH01,-0.4232,1.5336,False,Co
JAWSUY,-0.6050,1.4421,False,Co
JEDHIM,0.1301,1.4046,True,Co
JOPJAC,-0.4072,1.8265,False,Co
KAVPEF,-0.2547,1.8284,False,Co
KEWXOB,0.0315,1.6989,True,Co
KIDHOX,-1.0974,1.9966,False,Co
KIGDUA,0.0799,1.6650,True,Co
KIJQAY,-0.4587,1.8090,False,Co
KOMXAM,0.3244,1.9367,True,Co
KUYNAU,-0.0071,1.7102,True,Co
LEQKAU,-0.2910,1.7662,False,Co
LEQKAU01,-0.2912,1.7698,False,Co
LERWAI,-0.3076,1.5478,False,Co
LERWAI01,-0.3075,1.5651,False,Co
LILZAI,0.4662,1.7561,True,Co
LOKBEV,1.3172,2.2563,False,Co
MAHTOF,-0.3173,1.9870,False,Co
MAJKOY,-0.2463,1.6438,False,Co
MUKZEY,1.1961,1.2081,False,Co
NADVAQ,1.7360,3.0053,False,Co
NADVAQ01,1.7358,3.0040,False,Co
NADVEU,1.1226,1.2667,False,Co
NANNUM,-0.4458,1.6702,False,Co
NIPWAK01,0.1252,1.9934,True,Co
NIRTUG,-0.3997,1.2985,False,Co
NOPDON,-0.3000,1.8241,False,Co
OCIGIT,0.4876,0.5022,True,Co
OCIGIT01,-0.5708,1.4498,False,Co
OXIXAW,0.3802,2.1013,True,Co
OXPRCP,1.8835,3.3761,False,Co
PAQRIK,0.0510,1.2447,True,Co
PEHHOC,0.9864,2.2020,False,Co
PETLUY,-0.2852,1.5948,False,Co
PEYRUH,-0.5328,1.8942,False,Co
PITCUR,-0.3149,1.8627,False,Co
POYVIJ,-0.1479,1.5345,True,Co
PRZCOB,-0.2092,1.6396,False,Co
PRZCOB01,-0.2241,1.6219,False,Co
PRZCOC,-0.1938,1.8786,True,Co
PRZCOC02,-0.1939,1.8785,True,Co
PRZCOC03,-0.1939,1.8785,True,Co
PRZCOC04,-0.1998,1.8799,True,Co
PRZCOC05,-0.1938,1.8782,True,Co
PUFXAQ,-0.3788,1.8471,False,Co
QIJYOA,0.0055,1.9134,True,Co
QOYMUO,-0.1344,1.9583,True,Co
QOYWEJ,-0.3797,1.7103,False,Co
QUWDIW,-0.4769,1.9449,False,Co
RAMFIV,-0.2274,1.9505,False,Co
RAMFIV01,-0.0422,1.8070,True,Co
RIBPAT,-1.0665,1.5592,False,Co
RIBPAT02,-0.0503,1.6378,True,Co
RIDWEG,0.1502,0.0000,True,Co
RIKTEN,0.9623,0.0076,False,Co
RUFVIZ,-0.8825,2.0799,False,Co
SAPBIV,-0.9152,2.1116,False,Co
SAPBIV01,-0.9101,2.1114,False,Co
SAYZAU,0.3669,1.2149,True,Co
SAZXIA,-0.3415,1.6480,False,Co
SEBVAZ,0.1888,0.5489,True,Co
SEBVAZ01,0.1962,0.5482,True,Co
SESYEX,-0.1505,1.7642,True,Co
SESYIB,-0.2409,1.7256,False,Co
SETJEI,-0.9011,2.0038,False,Co
SEYYAW,-0.7504,1.4624,False,Co
SOMGEH,0.6007,0.2160,False,Co
TAWHIL,0.6508,0.3149,False,Co
TAWHIL01,0.6529,0.3162,False,Co
TAWHIL02,0.6466,0.3188,False,Co
TAWHIL03,0.6502,0.3323,False,Co
TAWHIL04,0.6696,0.3489,False,Co
TAWHIL05,0.6487,0.3142,False,Co
TAYBIH,-0.3571,1.9639,False,Co
TEWYAV,-0.1504,1.8170,True,Co
TEZLAN,-0.4689,1.9223,False,Co
TIBPUR,-0.4466,1.7258,False,Co
TTACOP01,-0.0750,1.3961,True,Co
TUSQAB,-0.9035,1.9174,False,Co
TUSQAB01,-0.8469,1.7798,False,Co
TUSQAB02,-0.8895,1.9185,False,Co
UKETAF,1.2732,0.4247,False,Co
UMEBUL,0.0088,1.0169,True,Co
UPOROH,-0.3108,1.0274,False,Co
VAKTIK,0.6004,1.3300,False,Co
VAMYOX,0.5054,2.2151,False,Co
VAMYOX10,0.5054,2.2151,False,Co
VEGHOE,1.6265,3.1661,False,Co
VEVTEY,1.5936,1.8995,False,Co
VIDBIU,0.5791,1.0508,False,Co
VIHTOX,-0.2254,2.0257,False,Co
VIHTOX01,-0.2240,2.0305,False,Co
VUJREY,-0.0111,1.6004,True,Co
VUWZIW,-0.8945,1.9295,False,Co
VUWZIW01,-0.8879,1.8050,False,Co
WIRGEJ,2.2829,3.4417,False,Co
WIWBIO,-0.3397,1.8247,False,Co
WIYJEV,3.9587,2.3668,False,Co
WUCGUZ,-0.8032,1.1888,False,Co
WUTJUS,0.1217,0.9157,True,Co
WUWDEY,-0.1524,1.6886,True,Co
WUWDIC,-0.1329,1.6357,True,Co
XAPVEQ,-0.3673,1.6546,False,Co
XAVLUD,0.0646,0.9185,True,Co
XAXFIL,-0.0608,1.8394,True,Co
XEPDOM,-0.2744,1.5396,False,Co
XUBNAK,-0.0260,1.4061,True,Co
YEJFUQ,-0.4875,0.9442,False,Co
YIBQIK,1.6775,1.5450,False,Co
YISVAY,0.8203,1.7419,False,Co
YUWXOE,0.2497,0.3535,True,Co
ZEDGUK,1.6117,1.9028,False,Co
ZOKWIH,2.3961,1.7751,False,Co
ZOKWIH01,2.4076,1.7854,False,Co
ZOKWIH02,2.4110,1.7878,False,Co
ADEQOS,0.6977,1.3704,False,Co
AMECOA01,1.6272,1.4609,False,Co
AMZDCO,0.6217,1.6954,False,Co
APENCP,-0.1440,0.3879,True,Co
APRCOB,1.7341,3.2735,False,Co
ATEVUS,0.5573,0.1541,False,Co
AZARAW,-0.0977,1.5290,True,Co
BACNOJ,0.2125,1.0700,True,Co
BEKJOQ,2.6461,3.6176,False,Co
BELZAW,18.8148,0.7229,False,Co
BENKAI,-0.0756,1.6032,True,Co
BEXNIB10,-0.1015,1.9634,True,Co
BICNEG,-0.8531,1.9718,False,Co
BIJRES,-0.1389,1.9155,True,Co
BIRSUO,-2.4642,1.9572,False,Co
BIVBEN10,1.5583,1.4155,False,Co
BOHGAG,2.5617,3.0712,False,Co
BOZNIP,-0.0688,1.8229,True,Co
BUNYEP,-0.3526,1.7701,False,Co
CABGOB,0.3579,0.4349,True,Co
CAFPII,1.1636,2.6445,False,Co
CAIMCO,0.8864,1.4149,False,Co
CEHYAP01,2.8337,3.5913,False,Co
CEWTUT,1.7016,3.2059,False,Co
CEWTUT01,1.7010,3.2070,False,Co
CIFPIQ,1.5330,2.6437,False,Co
CONICH02,0.4901,0.9781,True,Co
CONICH03,-0.5809,1.7576,False,Co
COPRAB20,2.0468,2.6063,False,Co
COPTCY07,0.8226,1.5278,False,Co
COTNCL,2.0328,3.4595,False,Co
CUFGIT,-0.4293,1.8056,False,Co
CUWTAQ,-0.1858,1.6055,True,Co
DABUCO,0.9959,-0.8584,False,Co
DAGLAA,-0.6552,1.7303,False,Co
DAKZUK,-0.3662,1.7462,False,Co
DETCEN,2.8226,2.6119,False,Co
DEWLAS,0.4491,1.8141,True,Co
DMAZCO,-0.4330,1.7411,False,Co
DMAZCO01,-0.4354,1.7409,False,Co
DMAZCO03,-0.4551,1.7423,False,Co
DMAZCO04,-0.4179,1.7406,False,Co
DOHXUT,0.8401,1.8259,False,Co
DUHMEZ,1.6411,2.8984,False,Co
DUMBOC,-0.2965,1.6060,False,Co
DUPQEL,0.1473,1.0799,True,Co
DUQZIZ,-0.2787,1.7349,False,Co
DUSJUW,1.2981,1.8221,False,Co
EACPCO,0.0531,1.7876,True,Co
EAPRCZ10,1.8276,3.3393,False,Co
EDETIT,-0.4114,1.9603,False,Co
EDUSEC,-0.0708,1.7108,True,Co
EGUKUP,-0.7859,1.4000,False,Co
EJOYIN,-0.0832,1.3577,True,Co
EMACOC,1.9026,3.2211,False,Co
EMANAJ,-0.1368,1.7812,True,Co
EMARIT02,0.8234,1.3811,False,Co
ENACCO,-0.6584,2.5642,False,Co
ENACCO01,-0.5250,1.5775,False,Co
ENCOCL01,1.7832,3.0370,False,Co
ENCOCT,2.3063,3.6501,False,Co
ENCOCT01,1.9285,0.6270,False,Co
EPAXOJ,2.1356,1.4800,False,Co
EREHIT,-0.6851,1.8361,False,Co
ETAQAS,-2.3319,1.4865,False,Co
EVABAE,1.6170,2.6251,False,Co
EYEMIG,1.4919,2.9461,False,Co
FEYMIG,1.2070,1.8090,False,Co
FIRQIH,2.7199,3.6564,False,Co
FOHHAL,1.2840,2.5437,False,Co
FUTKUA,-0.0216,1.4909,True,Co
GADMEE,1.6685,3.1793,False,Co
GADXUE,1.5596,3.0572,False,Co
GAGVOB,-0.6275,1.7321,False,Co
GAPZEC,1.5719,2.7679,False,Co
GETNAV,-0.8981,2.0895,False,Co
GIWZUJ,-0.0114,2.0107,True,Co
GOLRUV,-0.2896,1.9242,False,Co
GULQIP,0.5154,2.3268,False,Co
GXMPYC10,3.1053,2.1333,False,Co
HAJKIM,-0.2071,1.9297,False,Co
HESGAO,0.0590,1.9933,True,Co
HEVCUG,1.1398,2.6009,False,Co
HEWBOB,-0.0898,1.1784,True,Co
HIPLOI,-0.4667,2.0744,False,Co
HIQWEK,-0.0553,1.5189,True,Co
HOFYEJ,-0.2694,1.6411,False,Co
HORLEF,1.7552,2.4824,False,Co
HOSROX,-0.1926,1.3656,True,Co
HUCPIF,-0.1202,1.3483,True,Co
IBASOW,-0.0893,1.1770,True,Co
ICUNOK,-0.0279,-0.0395,True,Co
ICUNOK01,-0.6952,1.7067,False,Co
IFADOJ,-0.5190,1.8493,False,Co
IFOCEL,2.3030,2.9571,False,Co
IFUNAZ,-0.1581,1.7468,True,Co
IFUNAZ01,-0.1604,1.7496,True,Co
IGAYAQ,-0.1942,1.6883,True,Co
IGAYAQ01,-0.1930,1.8107,True,Co
IHIDIM,0.2011,1.7942,True,Co
IKEZEE,-0.6214,0.4618,False,Co
INAWEZ,-0.0734,1.7860,True,Co
IQUGEG,-0.8991,1.4489,False,Co
ISAJIW,0.5591,0.4546,False,Co
IWINOT,-0.2733,1.8181,False,Co
IWOVOF,-0.0303,1.7803,True,Co
IZIHEF,-0.3161,1.8346,False,Co
JAGKAD,2.1353,3.2782,False,Co
JAHDAX,1.9862,1.3814,False,Co
JAHZOK,-0.1617,1.8027,True,Co
JAWDOA,-5.2086,0.7758,False,Co
JAWDUG,0.6308,0.4230,False,Co
JAXKIF,0.2153,2.3519,True,Co
JEDTOC,-0.6128,0.8231,False,Co
JOPDOK,0.5847,1.1925,False,Co
JOPHEE,-0.2425,1.5055,False,Co
JOPHUU,-0.3560,1.9238,False,Co
JOYNEQ,-0.7887,1.9027,False,Co
KATLIC,-0.1839,1.5258,True,Co
KESLOL,0.4955,0.4279,True,Co
KESLUR,-0.0542,0.3265,True,Co
KIBKEO,-0.3915,1.2702,False,Co
KIBKOV,1.8206,3.0603,False,Co
KICXEC,-0.0384,1.6832,True,Co
KIJXIL,-0.4236,1.5014,False,Co
KIJXIL01,-0.4276,1.4780,False,Co
KIJXIL02,-0.4253,1.4804,False,Co
KOJTIM,-0.3204,1.6998,False,Co
KOPGAA,-0.1247,1.6322,True,Co
LARZAH,-0.6268,1.7925,False,Co
LEHLER,-0.0850,1.5911,True,Co
LEMKIX,0.1210,1.6364,True,Co
LIGNOE,1.8106,3.2715,False,Co
LOMQOT,2.0536,3.3230,False,Co
LOZLOD,-0.1934,1.9804,True,Co
LUHHOL,-0.7839,1.3270,False,Co
LUYVEG,-0.3946,1.9576,False,Co
MAHMUF,-0.4061,1.8215,False,Co
MANSOM,-0.9252,2.1597,False,Co
MARTEG,-0.3854,2.0670,False,Co
MAXHAU,-0.0321,1.7554,True,Co
MEBGAO,2.3900,2.1646,False,Co
MEQJAU,-0.5305,1.8943,False,Co
MGXPCP,1.3079,1.3136,False,Co
MIMYAI,0.2912,2.1287,True,Co
MINPAA,-0.0624,1.6923,True,Co
MINZIS,2.0571,1.1771,False,Co
MIRYES,-0.1626,1.9791,True,Co
MOFKAW,-0.2630,1.6292,False,Co
MOMWOB,1.8106,2.0295,False,Co
MUFWIW,-0.1510,1.6957,True,Co
MULWUL,0.0378,1.9996,True,Co
MYNBCO,3.4399,2.3290,False,Co
NABNIP,-0.0712,1.7667,True,Co
NAFTUK,0.8459,0.0317,False,Co
NALCIO,-0.3366,2.0227,False,Co
NAVWUC,1.5450,3.0929,False,Co
NAZYEV,1.4274,2.9068,False,Co
NIRTOA,-0.0498,1.4459,True,Co
NIZMUE,2.3340,3.4096,False,Co
NOPDAZ,-0.4268,1.8583,False,Co
NUKHOS,-0.0549,1.7705,True,Co
NUPBOQ,-0.1742,1.7805,True,Co
OSIQOX,0.0635,2.0743,True,Co
OVAZER,-0.6344,1.9376,False,Co
OXPACO,-0.0117,1.7244,True,Co
PAMSON,-0.9051,1.8941,False,Co
PAMSUT,-0.9713,1.9367,False,Co
PECLUG,-0.3984,1.4452,False,Co
PELLEX,-0.0668,0.9426,True,Co
PENGOE,1.2332,0.1439,False,Co
PEVXAP,2.2077,3.5417,False,Co
PIGLOJ,1.0326,1.3195,False,Co
PIGYUC,1.7687,2.9624,False,Co
PITHIL,1.2500,1.9794,False,Co
POFFOF,1.3409,1.1705,False,Co
PORWUQ,-0.0349,1.6084,True,Co
POWRID,-0.3176,1.4865,False,Co
QADGAG,-0.5523,1.8705,False,Co
QANPEC,-0.5060,1.9416,False,Co
QAPZOY,-0.1462,1.8225,True,Co
QEMRIK,-0.0246,1.7542,True,Co
QIGRAZ,3.2406,4.0606,False,Co
QIGRIH,3.0919,3.6389,False,Co
QIGRON,1.1898,2.3641,False,Co
QOYMAU,-0.4501,1.8726,False,Co
QOYMAU01,-0.4503,1.8719,False,Co
QOYMAU02,-0.4252,1.8689,False,Co
QUWCUH,-0.8947,1.8049,False,Co
QUXXAJ,-0.2079,1.9473,False,Co
REDSEZ01,-0.2685,1.5636,False,Co
RENXOX,-0.0003,1.6784,True,Co
RITPOC,2.3065,3.6522,False,Co
ROKKAD,0.5133,2.4319,False,Co
ROYSUW,-0.4927,2.0056,False,Co
SAFGAJ,-0.3655,1.7858,False,Co
SAPBUH,-0.4006,1.8517,False,Co
SEBPIB,-0.4082,1.7563,False,Co
SENDUL,-0.3429,1.8125,False,Co
SINNIM,1.3692,2.9028,False,Co
SINQUB,0.9176,0.1760,False,Co
SOZFIW,2.5254,2.9723,False,Co
SUFZAU,-0.4997,1.9394,False,Co
TAMTUZ,0.4892,0.2027,True,Co
TAVLUX,1.8294,3.3193,False,Co
TAVMEI,1.8295,3.2310,False,Co
TIBWIL,-0.2366,1.7522,False,Co
TIPYIA,-0.1684,1.8129,True,Co
TIVWOM,-0.2323,1.7764,False,Co
TRGLCP,1.1199,0.8983,False,Co
TTACOP,-0.0749,1.4082,True,Co
UCAREY,-0.1745,1.1447,True,Co
UDUYUN,-0.1414,1.6333,True,Co
UMACIV,1.3161,2.6278,False,Co
UMAFUL,-0.3160,1.8895,False,Co
UNAHAU,-0.2558,1.8490,False,Co
UNAYEP,-0.2202,0.8851,False,Co
UNUSON,-0.8742,1.8940,False,Co
VADQUN,-0.3231,1.5265,False,Co
VAKVAE,0.1677,1.2393,True,Co
VAPCAR,-0.1749,1.7113,True,Co
VAPFEY,-0.1677,1.9222,True,Co
VASXAQ,0.0736,1.3780,True,Co
VOZPOR,-0.1001,1.4887,True,Co
WAGLIC,-0.8942,1.9571,False,Co
WEKNIM,-0.1506,1.5676,True,Co
WEKNUY,-0.1866,1.5538,True,Co
WEKPEK,-0.2102,1.5660,False,Co
WEKPIO,-0.1629,1.5321,True,Co
WEKPOU,-0.2164,1.5823,False,Co
WEYSAW,-0.2985,1.8810,False,Co
WILYIC,1.4140,2.8767,False,Co
WITBAF,-0.5223,1.9690,False,Co
WITHIT,-0.3613,1.0034,False,Co
WIVZIM,-0.4355,1.7264,False,Co
WORNAU,-0.5663,1.7483,False,Co
WUHPOH,-0.9093,2.0142,False,Co
WUHPUN,-0.4220,0.3545,False,Co
WUYJIK,-0.4972,2.0323,False,Co
XANYOD,-0.4245,2.0146,False,Co
XAPBUL,0.1039,2.3541,True,Co
XAPMOQ,0.1417,2.4330,True,Co
XATCOM01,-0.0617,1.9671,True,Co
XAXFIL04,-0.1776,0.3590,True,Co
XAXFIL05,-0.0613,1.8388,True,Co
XECQIG,-0.3321,1.7361,False,Co
XEMSEP,2.2553,3.5180,False,Co
XEPPAK,-0.0159,1.7193,True,Co
XESGEH,1.6640,3.2051,False,Co
XIBBIW,-0.1749,0.8561,True,Co
YAYGIP,-0.1674,1.4850,True,Co
YEDJEW,1.9185,3.3520,False,Co
YEDKIB,-0.0045,1.6873,True,Co
YEHVIR,1.4474,0.7229,False,Co
YIBQOQ,1.6560,1.5616,False,Co
YICJOJ,2.0060,3.3398,False,Co
YICNII,-0.0713,1.7166,True,Co
YIWPOM,0.7061,1.8973,False,Co
YOWZER,-0.8128,1.8742,False,Co
YUZKEK,-0.1803,1.5444,True,Co
ZTDXCO,1.5416,1.8982,False,Co
ZUFTOM,-0.4989,1.7856,False,Co
